# ----------------------------------------
# Master View
# All Traffic
# 20140420-20230426
# ----------------------------------------

Keyword,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
উজ্জল বৃহস্পতি তারা,0,0,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
উজ্জল নক্ষত্র মানে কি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উজ্জল নক্ষত্র গুলোর পরিচিতী,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উজ্জল নক্ষত্র,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উজ্জল তারার নাম,0,0,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
উজ্জল তারাদের নাম,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উজ্জল তারাদের গল্প,0,1,2,0.00%,2.50,00:05:55,0.00%,0,$0.00
উজ্জল তারা,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উওর মেরুতে কি ছয় মাস দিন ও ছয় মাস রাত থাকে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উওর মেরুতে কি আছে,0,1,1,0.00%,2.00,00:10:08,0.00%,0,$0.00
উওর মেরু ও দক্ষিণ মেরুর রাত ও দিন,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উওর মেরু,0,1,1,0.00%,2.00,00:00:09,0.00%,0,$0.00
উওর প্রান্তে কখন কখন গরম পড়ে?,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উওর অয়ন দক্ষিন অয়ন সম্পকে কিছু কথা,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উইন্ড টারবাইন বানাতে জে জে জিনিস লাগে তার পিক,0,1,1,0.00%,3.00,00:02:33,0.00%,0,$0.00
উইন্টার বানানি বানানি পর্যায়,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উইকিপিডিয়া মহাবিশ্ব,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উইকিপিডিয়া নিবন্ধ প্রতিযোগ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইসলামিক সূর্য গ্রহ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইংল্যান্ড থেকে বাংলাদেশের দূরত কত,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইলেক্ট্রনের ভর নিউটনের তুলনায় কত গুণ,0,1,1,0.00%,7.00,00:22:28,0.00%,0,$0.00
ইলেকট্রিক তরঙ্গ কিভাবে কাজ করে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইলেকট্রনের ভর নিউট্রন প্রোটন বের করার সূত্র,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইলেকট্রনের তরঙ্গ ধর্ম কাকে বলে,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
"ইলেকট্রন,প্রোটন,নিউট্রন কে কে তৈরি করেন",0,1,1,0.00%,3.00,00:03:18,0.00%,0,$0.00
ইলেকট্রন প্রোটন নিউট্রনের ভর আধান ও ব্যাসার্ধ উল্লেখ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইলেকট্রন প্রোটন ও নিউট্রন,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইলেকট্রন কি সুষম বেগে ঘূর্ণায়মান?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইলেকট্রন ও প্রোটন এর মধ্যে মহাকর্ষ বল,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইলেকটন লনপিয়ার,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইংরেজিতে রাতেরও আকাশ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইংরেজি গ্রামার ডিগ্রি চেঞ্জ কাকে বলে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইরিস গ্রহের পরিমাপ,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইরিস গ্রহ,0,1,2,50.00%,1.50,00:00:35,0.00%,0,$0.00
ইরাটোথটেলিস,0,1,1,0.00%,3.00,00:02:12,0.00%,0,$0.00
ইয়াং ফরএভার অ্যাড,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইত্যাদিতে দেখানো ম্যাগনেট পাহাড়,0,0,3,0.00%,5.33,00:05:27,0.00%,0,$0.00
ইতিহাস পৃথিবী 140 বছর আগের,0,1,1,0.00%,3.00,00:05:20,0.00%,0,$0.00
ইগন সুরজের তাপমাতরা কত ডিগরি,0,1,1,0.00%,2.00,00:00:36,0.00%,0,$0.00
ইওক,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইউরেনাসের অজানা খবর,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইউরেনাস গ্রহের আবর্তন ভিডিও,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইউরেনাস গ্রহ,0,3,3,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইউরেনাস,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইউরি গ্যাগারিন,0,2,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইউরি গ্যাগরিন বই,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইউনিভার্সেল সবথেকে গরম তাপমাত্রা গ্রহ,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইউওয়াই স্কুটি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ইউওয়াই স্কুটি,0,0,1,0.00%,13.00,00:27:06,0.00%,0,$0.00
আহ্নিক গতির বেগ সব স্থানে সমান নয় কেন,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আহ্নিক গতির বেগ সব স্থানে সমান নয় কেন,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আহ্নিক গতির বেগ কোন অক্ষাংশে সর্বাপেক্ষা বেশি?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আহ্নিক গতির চিত্র,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আহ্নিক গতি ছবি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আহ্নিক গতি images,0,1,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
আহ্নিক গতি,0,2,2,50.00%,1.50,00:06:48,0.00%,0,$0.00
আস্তে মিশন এর আবহাওয়া কেমন,0,1,1,0.00%,2.00,00:01:28,0.00%,0,$0.00
আসল গ্রহ নখঞ ছবি,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আসমান কত দূরে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আসমান কত দুরে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আসমান কত দুর উপরে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আসমান ও জমিনের দূরত্ব কত কিলমিটার,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আশমানের চাদঁ কত দুরে,0,1,1,0.00%,2.00,00:02:28,0.00%,0,$0.00
আলোর বেগ cnstant?how,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলোর বিক্ষেপণ কাকে বলে,0,1,1,0.00%,5.00,00:01:10,0.00%,0,$0.00
আলোর তাপমাত্রা কত,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলোর তড়িৎ ক্রিয়া সূচনা কম্পাঙ্ক কাকে বলে ?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলোকব্র্ষ কাকে বলে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলোকবষ কী?,0,1,1,0.00%,2.00,00:03:36,0.00%,0,$0.00
আলোকবষ কি,0,2,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলোকবষ,0,2,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলোকবষকাকেবলে,0,1,2,50.00%,2.50,00:05:51,0.00%,0,$0.00
আলোকবষ মানে কি ?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলোকবষ কি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলোকবর্স কি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলোকবর্ষ মানে কী ?,0,1,1,0.00%,2.00,00:00:56,0.00%,0,$0.00
আলোকবর্ষ মানে কি?,0,1,1,0.00%,2.00,00:02:23,0.00%,0,$0.00
আলোকবর্ষ মানে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলোকবর্ষ বলতে কি বুঝায়,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলোকবর্ষ দূরে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলোকবর্ষ কী,0,3,5,40.00%,3.00,00:19:29,0.00%,0,$0.00
আলোকবর্ষ কি quara answer,0,1,1,0.00%,2.00,00:01:10,0.00%,0,$0.00
আলোকবর্ষ কি,0,8,11,72.73%,1.55,00:01:36,0.00%,0,$0.00
আলোকবর্ষ কাহাকে বলে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলোকবর্ষ কাকে বলে?,0,1,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলোকবর্ষ কাকে বলে,0,11,13,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলোকবর্ষ একক কী,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলোকবর্ষ,0,24,29,86.21%,1.17,00:00:32,0.00%,0,$0.00
আলোক রশি গ্রহের,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলোক বিজ্ঞান; আইজাক নিউটন,0,1,1,0.00%,9.00,00:20:03,0.00%,0,$0.00
আলোক বর্ষ কি,0,1,1,0.00%,2.00,00:25:03,0.00%,0,$0.00
আলোক বর্ষ কত বছর,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলোক বরষ কী,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলো কোথায় ঘন গতিতে প্রবেশ করে,0,1,1,0.00%,3.00,00:00:37,0.00%,0,$0.00
আলো কিভাবে উৎপন্ন হয়,0,0,1,0.00%,13.00,00:28:13,0.00%,0,$0.00
আলো কি?,0,1,1,0.00%,2.00,00:02:32,0.00%,0,$0.00
আলো ও মহাবিশ্ব,0,0,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলো এক বছরে কত কি.মি. পথ যায়,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলুকব্রস,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলবার্ট আইনস্টাইনের মতে আধান কি,0,0,1,0.00%,2.00,00:00:32,0.00%,0,$0.00
আলবার্ট আইনস্টাইনের অভিকর্ষ তরঙ্গের ব্যাখ্যা,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলফা সেন্টোরি এর ছবি দেখান,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলফা সেন্টোরি,0,3,4,25.00%,4.25,00:04:00,0.00%,0,$0.00
আলফা সেন্টারির দূরত্ব,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আলফা সেন্টারি খালি চোখে দেখাযায় কি,0,0,1,0.00%,3.00,00:01:16,0.00%,0,$0.00
আলফা কালপুরুষ,0,1,2,50.00%,2.00,00:00:25,0.00%,0,$0.00
আর্বতন গতির বেগ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আর্নেস্ট 14 তারিখে পাওয়া যায়,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আর্জেন্টিনার অবস্থান ও বিষুব রেখা,0,1,1,0.00%,3.00,00:00:50,0.00%,0,$0.00
আরোরা কী বা কাকে বলে?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আরেকটি গ্যালাক্সি তে কি পৃথীবি আছে?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আরসিয়াম মন্স,0,0,3,66.67%,1.33,00:02:35,0.00%,0,$0.00
আরবিতে পাঁচটি আঙ্গুলের নাম,0,1,1,0.00%,2.00,00:00:43,0.00%,0,$0.00
আরবি মীন কাকে বলে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আরবি নাম ইয়ামিন অর্থ.কম,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আরবি আলফা বিটা,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আরও গোলাকার কে নাম,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আয়নোস্ফিয়ার ছাড়া তথ্য আদান প্রদান সম্ভব না কেন,0,1,1,0.00%,3.00,00:09:41,0.00%,0,$0.00
আয়তনে সূর্য পৃথিবী থেকে কত গুণ বড়?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আয়তনে তারা বড় না পৃথিবী বড়?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আয়তনে চাঁদ পৃথিবীর কত ভাগ?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমেরিকা থেকে বাংলাদেশের দূরত্ব কত?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমি চাঁদকে বলি তুমি সুন্দর ন ও ঘ ৪৬ জ ১১,0,1,1,0.00%,2.00,00:05:04,0.00%,0,$0.00
আমার্বশা রাত,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমার দুটি লেন্স দরকার একটা উত্তর আরেকটা অবতল,0,1,1,0.00%,4.00,00:06:01,0.00%,0,$0.00
আমার আকাশে তারা নেই,0,1,1,0.00%,3.00,00:01:30,0.00%,0,$0.00
"আমার ""হোল"" খারা হলে ""নামে"" ন",0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমাবস্যা ও পূর্ণিমা কি ?,0,1,1,0.00%,4.00,00:04:00,0.00%,0,$0.00
আমাবস্যা ও পূনিমা কি ভাবে বুঝা যায়,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমাবস্যা এবং পূণিমা কেন হয়।বিস্তারিত তথ্য,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমাবসা ওপূরনিমার পাথক্য,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমাবশ্যা রাতে যা হয়,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমাবশ্যা রাত,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমাবশো রাত কিহয,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমাবশসা কতো তারিকে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমাবর্ষা পূর্নমা কবে আসে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমাদের্ বাংলাদেশ কোন মহাদেশে আছে,0,1,1,0.00%,2.00,00:02:14,0.00%,0,$0.00
আমাদের সৌরজগতের প্রত্যেকটি গ্রহের মাছ এর দূরত্ব কত,0,0,1,0.00%,2.00,00:07:01,0.00%,0,$0.00
আমাদের সবচেয়ে কাছের গ্যালাক্সির নাম কি?,0,1,2,50.00%,1.50,00:09:18,0.00%,0,$0.00
আমাদের মিল্কিওয়ে গ্যালাক্সি থেকে এন্ড্রোমিডা গ্যালাক্সির দুরত্ত কতো,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমাদের মিল্কিওয়ে গ্যালাক্সি থেকে এন্ডোমিডা গ্যালাক্সির দূরত্ব কত,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমাদের মহাবিশ্ব কত বড়,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমা‌দের মহাকাশ কত বড় তার বিশালতার কি কোনো থিউ‌রি আ‌ছে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমাদের পৃথিবী থেকে সূর্য কত কিলোমিটার দূরে অবস্থিত,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমাদের পৃথিবী ঘন্টায় কত কিলোমিটার ঘুরে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
"আমাদের নিকটবর্তী নক্ষত্র প্রক্সিমা সেনটাউরির দূরত্বই ৪ আলোকবর্ষ দূরে, মানে ৪ ট্রিলিয়ন কিলোমিটার।",0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমাদের নিকটতম গ্যালাক্সি ও নক্ষত্র নাম কি,0,1,1,0.00%,5.00,00:06:30,0.00%,0,$0.00
আমাদের নিকটতম গ্যালাক্সি,0,2,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমাদের নিকটতম galaxy নাম কী?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমাদের গ্লাকসিতে কতটি গ্রহ ও সূয্য আছে,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমাদের গ্যালাক্সির নিকটতম তারা কোন্টি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমাদের গ্যালাক্সির নিকটতম তারা কোনটি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমাদের গ্যালাক্সির নাম কি,0,1,2,0.00%,3.50,00:06:34,0.00%,0,$0.00
আমাদের গ্যালাক্সি ঘুরে আসতে কত সময় লাগে,0,0,1,0.00%,2.00,00:00:29,0.00%,0,$0.00
আমাদের এক গ্যালাক্সি কে কতগুলো নক্ষত্র আছে,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমাকে মহাকাশ দেখাও,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমরা রাতে তারা দেখি দিনে দেখিনা কেন,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমরা যে গ্যালাক্সিতে বাস করি তাতে নক্ষত্রের সংখ্যা কত?,0,1,1,0.00%,2.00,00:00:47,0.00%,0,$0.00
আমরা যদি মাটি খুঁরতে থাকি তাহলে শেষ ঠিকানায় কি পাওয়া যাবে,0,1,1,0.00%,3.00,00:02:24,0.00%,0,$0.00
আমরা মহাশূন্যে থেকে ছিটকে পড়ে যাচ্ছি না কেন?,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমরা মহাশূন্যে ছিটকে পড়ে যাচ্ছি না কেন?,0,1,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমরা পৃথিবীর কোন গোলার্ধে বাস করি?,0,1,2,50.00%,1.50,00:00:17,0.00%,0,$0.00
আমরা পৃথিবীর কোন গোলার্ধে বাস করি,0,2,2,50.00%,1.50,00:01:06,0.00%,0,$0.00
আমরা পৃথিবীর কোথায় বাস করি,0,2,2,0.00%,3.00,00:02:18,0.00%,0,$0.00
আমরা পৃথিবীর আবর্তনের ফলে ও ছিটকে পরিনা কেন,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমরা পৃথিবী থেকে ছিটকে পড়ি না কেন?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমরা পৃথিবী থেকে ছিটকে পড়ি না কেন,0,2,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমরা পৃথিবী থেকে ছিটকে পড়ি না কেন,0,1,1,0.00%,2.00,00:00:29,0.00%,0,$0.00
আমরা পৃথিবী থেকে কেন ছিটকে পড়ে যাই না,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমরা পড়ে যায়না কেন,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমরা কোন গ্যালাক্সিতে বাস করছি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমরা কোন ঋতুতে সূর্যের নিকটবর্তী স্থানে থাকি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমরা কী বৃহস্পতি,0,0,1,0.00%,6.00,00:26:06,0.00%,0,$0.00
আমরা কিভাবে জানব কসমস সমপর্কে্,0,1,2,50.00%,4.00,00:15:28,0.00%,0,$0.00
আমরা কখন সূর্যের নিকটতম স্থানে থাকি?,0,1,1,0.00%,2.00,00:00:08,0.00%,0,$0.00
আমরা আকাশের এক জায়গায় তিনটি তারা একই লাইনে একইসাথে দেখতে পায় সেটি আসলে কি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আমরা আকাশে যে রকেটের ধোয়া দেখতে পাই,0,1,1,0.00%,2.00,00:01:26,0.00%,0,$0.00
আবিষ্কৃত সকল গ্যালাক্সির নাম,0,1,1,0.00%,2.00,00:02:34,0.00%,0,$0.00
আবহাওয়া ডিগ্রী সেলসিয়াস বলতে কি বোঝায়,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আবস্থান কাকে বলে,0,1,1,0.00%,4.00,00:01:31,0.00%,0,$0.00
আবর্তন গতির ছবি,0,1,1,0.00%,3.00,00:20:59,0.00%,0,$0.00
আবর্তন গতির কারণ জানতে চাই,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আবর্তন গতি কাকে বলে,0,1,1,0.00%,3.00,00:03:02,0.00%,0,$0.00
আবর্তন গতি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আবর্তন কি,0,2,2,50.00%,1.50,00:02:39,0.00%,0,$0.00
আবর্তন কাল,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আবর্তন কাকে বলে,0,1,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
আবতন,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আফ্রিকা মহাদেশ একই ঋতু বছরে দুই বার দেখা যায় কেন,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আপেক্ষিক গুরুত্ব কাকে বলে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আপনি জানেন কি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আপনার সার্চ - দক্ষিণ গোলার্ধে যে নক্ষত্রের সাহায্যে দিক নির্ণয় করা হয় তার নাম কি,0,0,1,0.00%,2.00,00:00:24,0.00%,0,$0.00
আপডেট ক্যামেরা পারফরম্যান্স প্যারামিটার,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আন্ড্রোমিডা গালাক্সী তথ্য,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আধার রাতের ছবি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আধার চাদের pic,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আধার কালো পিক,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আধান সংখা বের করা,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আধান বা চার্জ কি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আধান বা চার্জ কাকে বলে,0,0,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
আদমসুরাত কি,0,1,1,0.00%,3.00,00:01:44,0.00%,0,$0.00
আদমসুরাত এক তি তারা,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আদম সূরত,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আদম সুরাত তারা,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আদম সুরত তারা,0,1,1,0.00%,3.00,00:00:43,0.00%,0,$0.00
আদম সুরত কি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আদম সুরত,0,5,5,100.00%,1.00,00:00:00,0.00%,0,$0.00
আতশবাজি কিভাবে মারা গেল দেখব,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আট কি তারার নাম,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজি তাপমাতা কিমান,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকের সূর্যের তাপমাত্রা কত ডিগ্রি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকের সূর্যের তাপমাত্রা কত,0,5,5,60.00%,1.40,00:01:37,0.00%,0,$0.00
আজকের সূর্যাস্ত যায় কোন দিক,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকের সূর্য দেবার সময়,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকের সুরযের তাপমাতরা কত,0,1,1,0.00%,2.00,00:00:56,0.00%,0,$0.00
আজকের সুযের তাপমাত্রা কত,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকের সুযের তাপ মাতরা,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকের সন্ধ্যা গাঢ় আবহাওয়ার খবর,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকের রৌদ্রের তাপমাত্রা কত,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকের মাঘী পুর্নিমার রহস্য,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকের মহাবিশ্বের খবর/চাদ.Com,0,1,1,0.00%,12.00,00:38:13,0.00%,0,$0.00
আজকের মহাবিশ্ব,0,3,3,33.33%,3.67,00:05:30,0.00%,0,$0.00
আজকের মহাকাশ সংবাদ,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকের মহাকাশ,0,0,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকের প্রশ্ন: ম্যাগনেটিক হিল কোন দেশে অবস্থিত?,0,1,1,0.00%,8.00,00:01:47,0.00%,0,$0.00
আজকের পূর্ণিমার চাদ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকের নক্ষত্র অবস্থান,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকের দিনের পূর্ব আকাশ,0,1,2,0.00%,2.00,00:01:21,0.00%,0,$0.00
আজকের দিনে টেম্পারেচার সম্পত্তি খবর বল,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকের তাপমাতা কত।,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকের তাপ মাএ কত,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকের চাঁদের ছবি,0,2,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকের চাঁদে বাতা পুবা আবাস,0,1,1,0.00%,2.00,00:02:20,0.00%,0,$0.00
আজকের চাঁদ,0,1,1,0.00%,2.00,00:00:08,0.00%,0,$0.00
আজকের গ্রহরা ০৮/০৮/২০২২,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকের গ্রহ কখন,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকের গ্রহ,0,3,3,33.33%,1.67,00:00:08,0.00%,0,$0.00
আজকের আকাশের অর্ধেক চাঁদ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকের আকাশ,0,2,5,20.00%,4.40,00:11:24,0.00%,0,$0.00
আজকে3র মহাবিশ্বের বয়স কত?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকে(আরবি হয়েছে কি,0,1,1,0.00%,4.00,00:02:30,0.00%,0,$0.00
আজকে সূর্যে তাপমাত্রা কত,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকে সূর্য় তাপ মাত্রা কত,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকে সুর্য তাপমাতা কত ডিগরি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
আজকে মহাবিশ্ব,0,1,1,0.00%,2.00,00:01:13,0.00%,0,$0.00
আজকে পৃথিবীর সবচেয়ে বড় দিন কোন দেশে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
